               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 340,            0.012612,           0.0041745,                   0,             0.99981,                   1,               0.995,             0.92422,           0.0099859,             0.00302,                   0,           0.0076803,           0.0076803,           0.0076803
                 341,            0.012819,            0.003394,                   0,              0.9998,                   1,               0.995,             0.95067,           0.0091844,           0.0029955,                   0,           0.0076679,           0.0076679,           0.0076679
                 342,              0.0116,           0.0037448,                   0,                   1,             0.99989,               0.995,              0.8418,            0.010025,           0.0031145,                   0,           0.0076555,           0.0076555,           0.0076555
                 343,            0.011507,           0.0034959,                   0,             0.99981,                   1,               0.995,             0.90092,           0.0095447,           0.0029334,                   0,           0.0076431,           0.0076431,           0.0076431
                 344,            0.014368,           0.0039858,                   0,             0.99997,                   1,               0.995,              0.8619,            0.012485,           0.0030576,                   0,           0.0076306,           0.0076306,           0.0076306
                 345,            0.012753,           0.0039192,                   0,             0.99985,                   1,               0.995,             0.92253,            0.010045,           0.0027988,                   0,           0.0076182,           0.0076182,           0.0076182
                 346,            0.012857,           0.0040256,                   0,             0.99981,                   1,               0.995,              0.8955,           0.0098533,           0.0029655,                   0,           0.0076057,           0.0076057,           0.0076057
                 347,            0.010403,            0.003407,                   0,             0.99974,                   1,               0.995,              0.9739,           0.0094347,           0.0030102,                   0,           0.0075932,           0.0075932,           0.0075932
                 348,            0.011086,            0.003914,                   0,             0.99989,                   1,               0.995,             0.94233,           0.0083001,           0.0029069,                   0,           0.0075807,           0.0075807,           0.0075807
                 349,            0.011209,           0.0037756,                   0,             0.99978,                   1,               0.995,             0.85578,            0.010565,           0.0028295,                   0,           0.0075681,           0.0075681,           0.0075681
                 350,            0.013103,           0.0043243,                   0,                   1,             0.99985,               0.995,             0.95067,           0.0094499,            0.002692,                   0,           0.0075555,           0.0075555,           0.0075555
                 351,             0.01192,           0.0037001,                   0,             0.99985,                   1,               0.995,              0.8955,            0.010849,            0.002815,                   0,            0.007543,            0.007543,            0.007543
                 352,            0.011112,           0.0035981,                   0,             0.99976,                   1,               0.995,              0.8955,           0.0089848,           0.0027955,                   0,           0.0075304,           0.0075304,           0.0075304
                 353,            0.012208,           0.0035942,                   0,             0.99979,                   1,               0.995,             0.94117,            0.010638,           0.0033087,                   0,           0.0075177,           0.0075177,           0.0075177
